cluster_id,cluster_name,size,ai_summary,analytical_context,full_narrative,keywords
21,LDK Solar & Solar,46,"The narrative across 46 articles reveals: LDK Solar agreed last month to sell a 19.9 percent stake to a renewable-energy investor part-owned by the city of Xinyu . the aid helps as the companies prepare to report combined 2012 losses of $987 million . provincial governments want solar manufacturers ""to keep the lights on and not lay people off"" a committee of experts advising the Ministry of Economy, Trade and Industry last night recommended the price for solar power should be cut beginning April 1 . the payment for wind should remain unchanged . investment on non-residential solar projects totaled 222 billion yen ($2.3 billion) in japan last year . average system cost for non-residential solar has fallen 14 percent to 280,000 yen per kilowatt since October compared with amount used to set the solar tariff for the year ending march 31 . government panel recommends cutting solar tariff to 37.8% per kWh for 20 years . the average closing price of suntech’s ADRs was below $1 for 30 consecutive days as of Sept. 10 . a delisting is an unappealing prospect for solar module makers, said an analyst . companies aren't permitted to conduct reverse splits on ADRs, a common way to raise the price of equities . they may change the ratio of the underlying shares, which has a similar effect, and shareholders generally approve of such measures . suntech’s ADR, each worth one ordinary share, gained 5.9 percent to $1.08 at the close in new york . china is encouraging cities or counties with ""good applicable conditions"" to develop as many as three distributed solar power projects each . such projects would ideally have less than 6 megawatts of capacity and would be connected to grids with voltage of as much as 10 kilovolts .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Percent, Clean, Tech Companies Should Get, Year Tax Breaks, Hundt Says Energy Dept. This represents a major ongoing story with sustained media attention.","The narrative across 46 articles reveals: LDK Solar agreed last month to sell a 19.9 percent stake to a renewable-energy investor part-owned by the city of Xinyu . the aid helps as the companies prepare to report combined 2012 losses of $987 million . provincial governments want solar manufacturers ""to keep the lights on and not lay people off"" a committee of experts advising the Ministry of Economy, Trade and Industry last night recommended the price for solar power should be cut beginning April 1 . the payment for wind should remain unchanged . investment on non-residential solar projects totaled 222 billion yen ($2.3 billion) in japan last year . average system cost for non-residential solar has fallen 14 percent to 280,000 yen per kilowatt since October compared with amount used to set the solar tariff for the year ending march 31 . government panel recommends cutting solar tariff to 37.8% per kWh for 20 years . the average closing price of suntech’s ADRs was below $1 for 30 consecutive days as of Sept. 10 . a delisting is an unappealing prospect for solar module makers, said an analyst . companies aren't permitted to conduct reverse splits on ADRs, a common way to raise the price of equities . they may change the ratio of the underlying shares, which has a similar effect, and shareholders generally approve of such measures . suntech’s ADR, each worth one ordinary share, gained 5.9 percent to $1.08 at the close in new york . china is encouraging cities or counties with ""good applicable conditions"" to develop as many as three distributed solar power projects each . such projects would ideally have less than 6 megawatts of capacity and would be connected to grids with voltage of as much as 10 kilovolts .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Percent, Clean, Tech Companies Should Get, Year Tax Breaks, Hundt Says Energy Dept. This represents a major ongoing story with sustained media attention.","Percent, Clean, Tech Companies Should Get, Year Tax Breaks, Hundt Says Energy Dept"
22,Latest Weather Forecasts,34,"The narrative across 34 articles reveals: the latest weather forecasts are wetter than yesterday's, and show a 1.8 percent increase in surplus hydropower assets . the area meets more than half its power needs by running water through turbines . electricity for delivery in the next quarter lost 0.4 percent to 40.70 euros ($51.97) a megawatt-hour . the cost of subsidizing renewables in Europe's five largest power markets is becoming unaffordable, according to Credit Suisse Group AG . the annual cost of the subsidies in the five markets is 16 percent of the average electricity bill . the five top markets on average are spending 32 billion euros a year in subsidies . the net present value of renewable subsidies for existing and some new-build assets equates to about 6 percent of gross domestic product and 7 percent of government debt . day-ahead electricity in the market covering Norway, Sweden , Finland and Denmark jumped 7.5 percent percent to 33.50 euros ($43.04) the hydrological balance, or the amount of water available for generation compared with the seasonal average, may drop by 7 percent to 11.6 terawatt-hours in the next two weeks . weather forecasts are marginally drier than yesterday, but still wetter than average . prices for most areas in norway will rise by four to eight euros for tomorrow . the bill is aimed at luring 110 billion pounds ($168 billion) of investment in power plants . the amendment involves setting up an off-taker of last resort for power . suppliers would be forced to buy power from generators if they were unable to agree a commercial contract .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Highest, Vestas Wind Systems Gets, Megawatt Turbine Order, Sweden Norway Heads, Record Electricity Exports Amid Water Glut Nordic Power Price Declines. This represents a major ongoing story with sustained media attention.","The narrative across 34 articles reveals: the latest weather forecasts are wetter than yesterday's, and show a 1.8 percent increase in surplus hydropower assets . the area meets more than half its power needs by running water through turbines . electricity for delivery in the next quarter lost 0.4 percent to 40.70 euros ($51.97) a megawatt-hour . the cost of subsidizing renewables in Europe's five largest power markets is becoming unaffordable, according to Credit Suisse Group AG . the annual cost of the subsidies in the five markets is 16 percent of the average electricity bill . the five top markets on average are spending 32 billion euros a year in subsidies . the net present value of renewable subsidies for existing and some new-build assets equates to about 6 percent of gross domestic product and 7 percent of government debt . day-ahead electricity in the market covering Norway, Sweden , Finland and Denmark jumped 7.5 percent percent to 33.50 euros ($43.04) the hydrological balance, or the amount of water available for generation compared with the seasonal average, may drop by 7 percent to 11.6 terawatt-hours in the next two weeks . weather forecasts are marginally drier than yesterday, but still wetter than average . prices for most areas in norway will rise by four to eight euros for tomorrow . the bill is aimed at luring 110 billion pounds ($168 billion) of investment in power plants . the amendment involves setting up an off-taker of last resort for power . suppliers would be forced to buy power from generators if they were unable to agree a commercial contract .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Highest, Vestas Wind Systems Gets, Megawatt Turbine Order, Sweden Norway Heads, Record Electricity Exports Amid Water Glut Nordic Power Price Declines. This represents a major ongoing story with sustained media attention.","Highest, Vestas Wind Systems Gets, Megawatt Turbine Order, Sweden Norway Heads, Record Electricity Exports Amid Water Glut Nordic Power Price Declines"
23,"3,000 Workers Marikana",43,"The narrative across 43 articles reveals: 3,000 workers at the marikana platinum mine downed tools on august 10 demanding better pay . more than 46 people died in clashes at the mine northwest of Johannesburg, the worst mining violence since the end of apartheid . the rand has dropped 7.3 percent against the dollar since Moody’s cut the nation’s credit rating one level to Baa1 . south africa's currency retreated as much as 0.4 percent to 8.9576 per dollar . it traded 0.2 percent weaker at 8.9378 as of 9:50 a.m. in Johannesburg . strike-related protests that began in a grape-growing region of the province on Nov. 6 have spread to 16 rural towns . rand slipped as much as 0.9 percent and traded 0.4 percent weaker at 9.1282 per dollar as of 5:10 p.m. in Johannesburg . it has declined 7.2 percent this year, the most out of more than 20 major emerging-market currencies monitored by Bloomberg . the rand has weakened 14 percent against the dollar this year, threatening to boost inflation . the reserve bank yesterday cut its GDP growth forecast to 2 percent from 2.4 percent and kept its benchmark lending rate at 5 percent, the lowest level more than 30 years . the rand's 14 percent slump against the dollar this year makes it difficult for policy makers to spur economic growth . the central bank expects inflation to average 5.9 percent this year, up from a previous estimate of 5.8 percent . faster inflation doesn't mean the bank will necessarily raise rates either, Deputy Governor says . balazs penz is the editor responsible for this story . he can be reached at bpenz@bloomberg.net and rchilcote at mspc.net . to contact the editor of this story: jgoodman19@blogspot.com .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by diverse journalistic perspectives and concise coverage. Key themes identified: Billion, Million, La Paz, Afghanistan Gets Preliminary Agreement, Loan South Africa Daybook. This represents a major ongoing story with sustained media attention.","The narrative across 43 articles reveals: 3,000 workers at the marikana platinum mine downed tools on august 10 demanding better pay . more than 46 people died in clashes at the mine northwest of Johannesburg, the worst mining violence since the end of apartheid . the rand has dropped 7.3 percent against the dollar since Moody’s cut the nation’s credit rating one level to Baa1 . south africa's currency retreated as much as 0.4 percent to 8.9576 per dollar . it traded 0.2 percent weaker at 8.9378 as of 9:50 a.m. in Johannesburg . strike-related protests that began in a grape-growing region of the province on Nov. 6 have spread to 16 rural towns . rand slipped as much as 0.9 percent and traded 0.4 percent weaker at 9.1282 per dollar as of 5:10 p.m. in Johannesburg . it has declined 7.2 percent this year, the most out of more than 20 major emerging-market currencies monitored by Bloomberg . the rand has weakened 14 percent against the dollar this year, threatening to boost inflation . the reserve bank yesterday cut its GDP growth forecast to 2 percent from 2.4 percent and kept its benchmark lending rate at 5 percent, the lowest level more than 30 years . the rand's 14 percent slump against the dollar this year makes it difficult for policy makers to spur economic growth . the central bank expects inflation to average 5.9 percent this year, up from a previous estimate of 5.8 percent . faster inflation doesn't mean the bank will necessarily raise rates either, Deputy Governor says . balazs penz is the editor responsible for this story . he can be reached at bpenz@bloomberg.net and rchilcote at mspc.net . to contact the editor of this story: jgoodman19@blogspot.com .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by diverse journalistic perspectives and concise coverage. Key themes identified: Billion, Million, La Paz, Afghanistan Gets Preliminary Agreement, Loan South Africa Daybook. This represents a major ongoing story with sustained media attention.","Billion, Million, La Paz, Afghanistan Gets Preliminary Agreement, Loan South Africa Daybook"
24,June,106,"The narrative across 106 articles reveals: the drug was rejected by the food and drug administration in June after the agency said it needed more information from the companies’ existing trials . the two new york-based companies said in a statement today they had given the FDA all the data requested and were assigned a target decision date of march 17 . revenue from Eliquis has the potential to peak at $4.7 billion if approved . more than half of hospitals and medical centers reported that shortages compromised patient care last year . cancer, seizures and sedation are among the more than","Coverage Analysis: This story received sporadic coverage over 1958 days, characterized by mixed coverage and detailed reporting. Key themes identified: Million, Wins, Backing, Said, Patients. This represents a major ongoing story with sustained media attention.","The narrative across 106 articles reveals: the drug was rejected by the food and drug administration in June after the agency said it needed more information from the companies’ existing trials . the two new york-based companies said in a statement today they had given the FDA all the data requested and were assigned a target decision date of march 17 . revenue from Eliquis has the potential to peak at $4.7 billion if approved . more than half of hospitals and medical centers reported that shortages compromised patient care last year . cancer, seizures and sedation are among the more than

Coverage Analysis: This story received sporadic coverage over 1958 days, characterized by mixed coverage and detailed reporting. Key themes identified: Million, Wins, Backing, Said, Patients. This represents a major ongoing story with sustained media attention.","Million, Wins, Backing, Said, Patients"
25,Riyadh,104,"The narrative across 104 articles reveals: white house national security advisor tom donilon visited the kingdom in a one-day visit to Riyadh . he commended King Abdullah for his call for an end to violence against civilians led by Syrian president bashar al-Assad's regime . about 30,000 people have been detained and 13,000 are still being held . 'we are living through a period of unease,' says UN secretary-general . 75 pro-mursi Egyptians killed in clashes with police in Cairo . more than 1,000 injured and 20 dead in early hours of today . thousands of Mursi backers rallied in Cairo and other cities including Alexandria . tens of thousands of his opponents met in the capital’s Tahrir square . the gatherings followed a call the previous day by military chief abdelfatah al-Seesi . al-ahram al-Arabi cited Assad as saying that the Libyan model won’t be repeated in Syria . he also lashed out at neighboring Turkey and said the Gulf nations of Qatar and Saudi Arabia are financing terrorist groups . a woman and a child were killed and at least six injured in clashes in the city of Mansoura . a military-backed interim government is seeking to revive an economy that has stalled since longtime leader Hosni mubarak was overthrown in 2011 .","Coverage Analysis: This story received sporadic coverage over 666 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Syrian Rebels, Egypt, Doctor Accused, Aiding Bin Laden Raid May Face Treason Charge, Chief Rasmussen Says. This represents a major ongoing story with sustained media attention.","The narrative across 104 articles reveals: white house national security advisor tom donilon visited the kingdom in a one-day visit to Riyadh . he commended King Abdullah for his call for an end to violence against civilians led by Syrian president bashar al-Assad's regime . about 30,000 people have been detained and 13,000 are still being held . 'we are living through a period of unease,' says UN secretary-general . 75 pro-mursi Egyptians killed in clashes with police in Cairo . more than 1,000 injured and 20 dead in early hours of today . thousands of Mursi backers rallied in Cairo and other cities including Alexandria . tens of thousands of his opponents met in the capital’s Tahrir square . the gatherings followed a call the previous day by military chief abdelfatah al-Seesi . al-ahram al-Arabi cited Assad as saying that the Libyan model won’t be repeated in Syria . he also lashed out at neighboring Turkey and said the Gulf nations of Qatar and Saudi Arabia are financing terrorist groups . a woman and a child were killed and at least six injured in clashes in the city of Mansoura . a military-backed interim government is seeking to revive an economy that has stalled since longtime leader Hosni mubarak was overthrown in 2011 .

Coverage Analysis: This story received sporadic coverage over 666 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Syrian Rebels, Egypt, Doctor Accused, Aiding Bin Laden Raid May Face Treason Charge, Chief Rasmussen Says. This represents a major ongoing story with sustained media attention.","Syrian Rebels, Egypt, Doctor Accused, Aiding Bin Laden Raid May Face Treason Charge, Chief Rasmussen Says"
26,Japanese & Bank,100,"The narrative across 100 articles reveals: Japanese stock futures rose on speculation the Bank of Japan will step up monetary easing once its new leadership takes over . the yen touched a 3 1/2-year low against the dollar . american depositary receipts of Mizuho Financial Group Inc. gained 2.2 percent from the closing share price in Tokyo . machinery orders plunged 13 percent in January, the biggest decline in eight months . yen began to slide, bolstering prime minister's campaign to end 15 years of deflation and revive the world's third-biggest economy . yen slipped less than 0.1 percent 94.17 per dollar as of 3:40 p.m. in london . the euro was little changed at $1.2817 against the greenback . bank of japan governor said this week the BOJ may scrap a rule limiting the scale of asset buying . the MSCI Asia Pacific Index (MXAP) rose 0.6 percent to 123.79 as of 7:13 p.m. in Tokyo . more than two stocks advanced for each that fell . the gauge gained 8.1 percent this year through yesterday amid speculation central banks will step up measures to support economic growth . the MSCI Asia Pacific Ex-Japan Index (MXAPJ) fell 1.1 percent to 433.74 as of 7:54 p.m. in Tokyo, the lowest level since September 13 . investors’ attention remained fixed on Washington, where lawmakers need to reach a budget agreement . estimated earnings yesterday, compared with 13 for the S&P 500 and 12 for the Stoxx Europe 600 Index, according to data compiled by Bloomberg . estimated earnings were compared to 13 for s&p 500, 12 for Stoxx europe 600 index .","Coverage Analysis: This story received sporadic coverage over 1278 days, characterized by mixed coverage and detailed reporting. Key themes identified: Japan Credit Japan, Five, Month High, Jobs, Advances. This represents a major ongoing story with sustained media attention.","The narrative across 100 articles reveals: Japanese stock futures rose on speculation the Bank of Japan will step up monetary easing once its new leadership takes over . the yen touched a 3 1/2-year low against the dollar . american depositary receipts of Mizuho Financial Group Inc. gained 2.2 percent from the closing share price in Tokyo . machinery orders plunged 13 percent in January, the biggest decline in eight months . yen began to slide, bolstering prime minister's campaign to end 15 years of deflation and revive the world's third-biggest economy . yen slipped less than 0.1 percent 94.17 per dollar as of 3:40 p.m. in london . the euro was little changed at $1.2817 against the greenback . bank of japan governor said this week the BOJ may scrap a rule limiting the scale of asset buying . the MSCI Asia Pacific Index (MXAP) rose 0.6 percent to 123.79 as of 7:13 p.m. in Tokyo . more than two stocks advanced for each that fell . the gauge gained 8.1 percent this year through yesterday amid speculation central banks will step up measures to support economic growth . the MSCI Asia Pacific Ex-Japan Index (MXAPJ) fell 1.1 percent to 433.74 as of 7:54 p.m. in Tokyo, the lowest level since September 13 . investors’ attention remained fixed on Washington, where lawmakers need to reach a budget agreement . estimated earnings yesterday, compared with 13 for the S&P 500 and 12 for the Stoxx Europe 600 Index, according to data compiled by Bloomberg . estimated earnings were compared to 13 for s&p 500, 12 for Stoxx europe 600 index .

Coverage Analysis: This story received sporadic coverage over 1278 days, characterized by mixed coverage and detailed reporting. Key themes identified: Japan Credit Japan, Five, Month High, Jobs, Advances. This represents a major ongoing story with sustained media attention.","Japan Credit Japan, Five, Month High, Jobs, Advances"
27,Industrial Production Weakest,112,"The narrative across 112 articles reveals: industrial production had the weakest start to a year since 2009 . new local-currency loans in February fell to 620 billion yuan ($99.6 billion) banks, insurers industrial bank, part-owned by a unit of HSBC Holdings plc, retreated 3.2 percent . chinese retail sales growth was the smallest for that period since 2004 . the gauge tracking consumer-staples shares slumped 0.4 percent, the third most among the CSI 300","Coverage Analysis: This story received sporadic coverage over 2150 days, characterized by mixed coverage and detailed reporting. Key themes identified: China, Year High, Fixing, Million, Developers. This represents a major ongoing story with sustained media attention.","The narrative across 112 articles reveals: industrial production had the weakest start to a year since 2009 . new local-currency loans in February fell to 620 billion yuan ($99.6 billion) banks, insurers industrial bank, part-owned by a unit of HSBC Holdings plc, retreated 3.2 percent . chinese retail sales growth was the smallest for that period since 2004 . the gauge tracking consumer-staples shares slumped 0.4 percent, the third most among the CSI 300

Coverage Analysis: This story received sporadic coverage over 2150 days, characterized by mixed coverage and detailed reporting. Key themes identified: China, Year High, Fixing, Million, Developers. This represents a major ongoing story with sustained media attention.","China, Year High, Fixing, Million, Developers"
28,Africa's,52,"The narrative across 52 articles reveals: the currency of Africa's biggest oil producer slipped 0.1 percent to 157.6 a dollar by 12:18 p.m. in Lagos, the commercial capital . expected dollar sales from the Nigerian National Petroleum Corp. ""haven't come through,"" an analyst said by phone from Lagos today . Uganda’s currency dipped 0.7 percent to 2,540 a dollar, heading for its lowest close since march 5 . the central bank of Kenya accepted 7.5 billion shillings ($87.8 million) of seven-day repurchase agreements . the economy grew 3.3 percent between April and June, the slowest pace in 10 quarters . Uganda’s shilling weakened 0.4 percent to 2,603 a dollar . the currency of east africa’s biggest economy appreciated 0.5 percent to 100.85 per dollar by 11:29 a.m. the marginal rate at yesterday’s auction, which is also used as the prevailing exchange rate, weakened to 155.40 naira, the lowest on record . the central bank has been using foreign-currency reserves to keep the currency within a 3 percentage-point band above or below 150 per dollar at its twice-weekly auctions .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Months, Lagos Mover, Month, Weeks, Day. This represents a major ongoing story with sustained media attention.","The narrative across 52 articles reveals: the currency of Africa's biggest oil producer slipped 0.1 percent to 157.6 a dollar by 12:18 p.m. in Lagos, the commercial capital . expected dollar sales from the Nigerian National Petroleum Corp. ""haven't come through,"" an analyst said by phone from Lagos today . Uganda’s currency dipped 0.7 percent to 2,540 a dollar, heading for its lowest close since march 5 . the central bank of Kenya accepted 7.5 billion shillings ($87.8 million) of seven-day repurchase agreements . the economy grew 3.3 percent between April and June, the slowest pace in 10 quarters . Uganda’s shilling weakened 0.4 percent to 2,603 a dollar . the currency of east africa’s biggest economy appreciated 0.5 percent to 100.85 per dollar by 11:29 a.m. the marginal rate at yesterday’s auction, which is also used as the prevailing exchange rate, weakened to 155.40 naira, the lowest on record . the central bank has been using foreign-currency reserves to keep the currency within a 3 percentage-point band above or below 150 per dollar at its twice-weekly auctions .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Months, Lagos Mover, Month, Weeks, Day. This represents a major ongoing story with sustained media attention.","Months, Lagos Mover, Month, Weeks, Day"
29,Two-Year Yields Fell,91,The narrative across 91 articles reveals: two-year yields fell 21 basis points to 3.12 percent at 4:04 p.m. london time . spanish bonds are headed for the biggest monthly gain in a year . Deputy prime minister soraya Saenz de Santamaria said opposition lawmakers had called for the ecb to buy government debt . german 10-year bunds paring their biggest weekly advance in almost a month . report said euro-region policy makers will unveil a financial bailout program for Spain as,"Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: German Two, First Time, Spain, Yield, German. This represents a major ongoing story with sustained media attention.","The narrative across 91 articles reveals: two-year yields fell 21 basis points to 3.12 percent at 4:04 p.m. london time . spanish bonds are headed for the biggest monthly gain in a year . Deputy prime minister soraya Saenz de Santamaria said opposition lawmakers had called for the ecb to buy government debt . german 10-year bunds paring their biggest weekly advance in almost a month . report said euro-region policy makers will unveil a financial bailout program for Spain as

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: German Two, First Time, Spain, Yield, German. This represents a major ongoing story with sustained media attention.","German Two, First Time, Spain, Yield, German"
30,Greece,385,"The narrative across 385 articles reveals: plans to give Greece two more years to meet deficit-reduction targets would open up financing gaps of 15 billion euros through 2014 and 17.6 billion euros in 2015-2016 . report ahead of tonight’s meeting of euro-area finance ministers in Brussels gave a mixed review of Greece’s progress from debt to recovery . short-term external debt was 35.7 percent of gross domestic product in Latvia, 25.8 percent in Estonia and 14.6 percent in Hungary . non-performing loans make up 18 percent of the total in Lithuania .","Coverage Analysis: This story received sporadic coverage over 2052 days, characterized by mixed coverage and concise coverage. Key themes identified: Billion, Greece, Says, Month Low, Million. This represents a major ongoing story with sustained media attention.","The narrative across 385 articles reveals: plans to give Greece two more years to meet deficit-reduction targets would open up financing gaps of 15 billion euros through 2014 and 17.6 billion euros in 2015-2016 . report ahead of tonight’s meeting of euro-area finance ministers in Brussels gave a mixed review of Greece’s progress from debt to recovery . short-term external debt was 35.7 percent of gross domestic product in Latvia, 25.8 percent in Estonia and 14.6 percent in Hungary . non-performing loans make up 18 percent of the total in Lithuania .

Coverage Analysis: This story received sporadic coverage over 2052 days, characterized by mixed coverage and concise coverage. Key themes identified: Billion, Greece, Says, Month Low, Million. This represents a major ongoing story with sustained media attention.","Billion, Greece, Says, Month Low, Million"
31,Stoxx Europe & Europe,86,"The narrative across 86 articles reveals: the Stoxx Europe 600 (SXXP) Index rose 0.4 percent to 274.9 at the close . it extended its rally from this year's low on June 4 to 18 percent . the bank of japan enlarged its asset-purchase target by 10 trillion yen ($128 billion) national benchmark indexes advanced in 14 of the 18 western-european markets . DAX added 0.6 percent, CAC 40 gained 0.5 percent, and FTSE 100 rose 0.4 percent . european stocks closed little changed, with the Stoxx Europe 600 index completing its fourth weekly gain . national benchmark indexes fell in 13 of the 18 western european markets . DAX, FTSE 100 and cac 40 all lost less than 0.1 percent . european stocks dropped to a two-month low . the first $200,000 of annual income for individuals and $250,000 for married couples . a report from the labor department showed that unemployment benefits jumped to 439,000 last week . european stocks declined for the first week in five as worse-than-estimated earnings . manufacturing indexes rose in the u.s. this month and unexpectedly climbed to a level that signals expansion in the euro area . european stocks were little changed this past week, near their highest valuation since 2010 amid speculation that the rally in equities has overshot the outlook for corporate earnings and the region's economy . the Stoxx 600's rally this year pushed the gauge's valuation to 12.3 times the estimated earnings of its constituent companies on sept. 14 . a separate release the same day showed that Germany's manufacturing index will shrink this month less than predicted .","Coverage Analysis: This story received sporadic coverage over 1138 days, characterized by mixed coverage and concise coverage. Key themes identified: Second Day, Bank, Copenhagen Mover, Fourth, Year High. This represents a major ongoing story with sustained media attention.","The narrative across 86 articles reveals: the Stoxx Europe 600 (SXXP) Index rose 0.4 percent to 274.9 at the close . it extended its rally from this year's low on June 4 to 18 percent . the bank of japan enlarged its asset-purchase target by 10 trillion yen ($128 billion) national benchmark indexes advanced in 14 of the 18 western-european markets . DAX added 0.6 percent, CAC 40 gained 0.5 percent, and FTSE 100 rose 0.4 percent . european stocks closed little changed, with the Stoxx Europe 600 index completing its fourth weekly gain . national benchmark indexes fell in 13 of the 18 western european markets . DAX, FTSE 100 and cac 40 all lost less than 0.1 percent . european stocks dropped to a two-month low . the first $200,000 of annual income for individuals and $250,000 for married couples . a report from the labor department showed that unemployment benefits jumped to 439,000 last week . european stocks declined for the first week in five as worse-than-estimated earnings . manufacturing indexes rose in the u.s. this month and unexpectedly climbed to a level that signals expansion in the euro area . european stocks were little changed this past week, near their highest valuation since 2010 amid speculation that the rally in equities has overshot the outlook for corporate earnings and the region's economy . the Stoxx 600's rally this year pushed the gauge's valuation to 12.3 times the estimated earnings of its constituent companies on sept. 14 . a separate release the same day showed that Germany's manufacturing index will shrink this month less than predicted .

Coverage Analysis: This story received sporadic coverage over 1138 days, characterized by mixed coverage and concise coverage. Key themes identified: Second Day, Bank, Copenhagen Mover, Fourth, Year High. This represents a major ongoing story with sustained media attention.","Second Day, Bank, Copenhagen Mover, Fourth, Year High"
32,Pound Slid Percent,70,"The narrative across 70 articles reveals: the pound slid 0.2 percent to 80.11 pence per euro at 5:01 p.m. london time . the euro fell 2.5 percent and the dollar dropped 0.8 percent . 10-year gilts advanced for a second day as european finance chiefs meet to discuss a program to maintain Greek solvency . the pound rose 0.2 percent to $1.6251 at 4:48 p.m. london time . it is the strongest level in more than a year against the dollar . the currency is little changed at 79.96 pence per euro . speculation the uk economy is poised to recover from recession . the pound dropped 0.5 percent to $1.5390 at 4:33 p.m. in London . sterling fell 1 percent to 87.19 pence per euro and was 0.7 percent weaker at 117.89 yen . the central bank expects to complete the new round of purchases in four months . the pound rose for a fourth day against the dollar before data due next week . the economy grew 0.6 percent in the three months to June, compared with a 0.3 percent expansion in the previous quarter, according to the median of 36 estimates in a Bloomberg News survey . net borrowing excluding temporary support for banks was 12.4 billion pounds . figure excludes 3.9 billion pounds of coupon cash received from the bank of england on its holdings of gilts . benchmark 10-year yield increased three basis points, or 0.03 percentage point, to 2.29 percent . yen drops 0.2% to 118.47 and little changed against the euro at 86.36 pence . Morgan Stanley recommends selling the pound on any 'relief rallies' if the central bank refrains from announcing further quantitative easing .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Bank, Rate Decision, Purchase Program, England Inflation Report, Households Jumps. This represents a major ongoing story with sustained media attention.","The narrative across 70 articles reveals: the pound slid 0.2 percent to 80.11 pence per euro at 5:01 p.m. london time . the euro fell 2.5 percent and the dollar dropped 0.8 percent . 10-year gilts advanced for a second day as european finance chiefs meet to discuss a program to maintain Greek solvency . the pound rose 0.2 percent to $1.6251 at 4:48 p.m. london time . it is the strongest level in more than a year against the dollar . the currency is little changed at 79.96 pence per euro . speculation the uk economy is poised to recover from recession . the pound dropped 0.5 percent to $1.5390 at 4:33 p.m. in London . sterling fell 1 percent to 87.19 pence per euro and was 0.7 percent weaker at 117.89 yen . the central bank expects to complete the new round of purchases in four months . the pound rose for a fourth day against the dollar before data due next week . the economy grew 0.6 percent in the three months to June, compared with a 0.3 percent expansion in the previous quarter, according to the median of 36 estimates in a Bloomberg News survey . net borrowing excluding temporary support for banks was 12.4 billion pounds . figure excludes 3.9 billion pounds of coupon cash received from the bank of england on its holdings of gilts . benchmark 10-year yield increased three basis points, or 0.03 percentage point, to 2.29 percent . yen drops 0.2% to 118.47 and little changed against the euro at 86.36 pence . Morgan Stanley recommends selling the pound on any 'relief rallies' if the central bank refrains from announcing further quantitative easing .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Bank, Rate Decision, Purchase Program, England Inflation Report, Households Jumps. This represents a major ongoing story with sustained media attention.","Bank, Rate Decision, Purchase Program, England Inflation Report, Households Jumps"
